playerID,B_G,B_AB,B_R,B_H,B_2B,B_3B,B_HR,B_RBI,B_SB,B_CS,B_BB,B_SO,B_IBB,B_HBP,B_SH,B_SF,B_GIDP,P_playerID,P_W,P_L,P_G,P_GS,P_CG,P_SHO,P_SV,P_IPOuts,P_H,P_ER,P_HR,P_BB,P_SO,P_BAOpp,P_ERA,P_IBB,P_WP,P_HBP,P_BK,P_BFP,P_GF,P_R,P_SH,P_SF,P_GIDP,f_playerID,f_G,f_PO,f_A,f_E,f_DP,f_PB,f_WP,f_SB,f_CS,f_ZR,award_count,nomination_count,Classification
shockur01,412.0,798.0,89.0,167.0,23.0,3.0,1.0,70.0,1.0,3.0,139,211.0,0.0,11.0,98.0,0.0,0.0,shockur01,187.0,117.0,412.0,317.0,200.0,28.0,25.0,8045,2709.0,945.0,126,657.0,983.0,0.26615384615384613,2.803076909138606,0.0,20.0,37.0,3.0,11140.0,68.0,1127.0,0.0,0.0,0.0,shockur01,412.0,155.0,599.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0
sherdbi01,549.0,960.0,96.0,214.0,35.0,5.0,9.0,86.0,2.0,1.0,63,96.0,0.0,1.0,44.0,0.0,0.0,sherdbi01,165.0,146.0,514.0,272.0,159.0,11.0,26.0,8128,3018.0,1120.0,149,661.0,839.0,0.28705882352941176,3.621764701955459,0.0,26.0,54.0,3.0,11604.0,163.0,1326.0,0.0,0.0,0.0,sherdbi01,517.0,82.0,540.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0
schacal01,53.0,51.0,9.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,9,7.0,0.0,2.0,4.0,0.0,0.0,schacal01,14.0,10.0,53.0,18.0,8.0,1.0,2.0,591,254.0,98.0,4,61.0,38.0,0.29000000000000004,3.9133334159851074,0.0,1.0,3.0,0.0,879.0,21.0,124.0,0.0,0.0,0.0,schacal01,53.0,13.0,42.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,0
seweljo01,1903.0,7132.0,1141.0,2226.0,436.0,68.0,49.0,1055.0,74.0,72.0,842,114.0,0.0,80.0,275.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,seweljo01,1875.0,3273.0,5230.0,408.0,776.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1
sewellu01,1630.0,5383.0,653.0,1393.0,272.0,56.0,20.0,696.0,65.0,44.0,486,307.0,0.0,27.0,145.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sewellu01,1580.0,5522.0,1091.0,151.0,143.0,91.0,0.0,0.0,0.0,0.0,,4.0,0
schumha02,450.0,896.0,100.0,181.0,23.0,4.0,15.0,102.0,0.0,0.0,32,196.0,0.0,4.0,28.0,0.0,18.0,schumha02,158.0,121.0,391.0,329.0,138.0,27.0,7.0,7447,2424.0,926.0,139,902.0,906.0,0.26076923076923075,3.9630769399496226,0.0,54.0,24.0,0.0,10571.0,38.0,1080.0,0.0,0.0,0.0,schumha02,393.0,154.0,646.0,24.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0
sewelri01,423.0,750.0,81.0,152.0,22.0,3.0,6.0,59.0,12.0,0.0,37,154.0,0.0,1.0,19.0,0.0,20.0,sewelri01,143.0,97.0,390.0,243.0,137.0,20.0,15.0,6358,2101.0,819.0,116,748.0,636.0,0.2646153846153846,4.256153858624971,0.0,30.0,23.0,2.0,9101.0,88.0,983.0,0.0,0.0,0.0,sewelri01,390.0,142.0,445.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0
selkige01,846.0,2790.0,503.0,810.0,131.0,41.0,108.0,576.0,49.0,32.0,486,319.0,0.0,23.0,23.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,selkige01,773.0,1559.0,55.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,,6.0,0
sauerha01,1399.0,4796.0,709.0,1278.0,200.0,19.0,288.0,876.0,11.0,4.0,561,714.0,7.0,34.0,9.0,14.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sauerha01,1266.0,2711.0,139.0,74.0,48.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
schoere01,2216.0,8479.0,1223.0,2449.0,427.0,78.0,84.0,773.0,89.0,27.0,606,346.0,15.0,21.0,97.0,19.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,schoere01,2045.0,5045.0,5466.0,192.0,1409.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1
shantbo01,578.0,548.0,60.0,107.0,20.0,2.0,1.0,46.0,3.0,2.0,47,96.0,0.0,5.0,44.0,1.0,4.0,shantbo01,119.0,99.0,537.0,171.0,78.0,15.0,48.0,5807,1795.0,726.0,151,643.0,1072.0,0.24368421052631578,3.5063157959988245,53.0,29.0,41.0,6.0,8045.0,192.0,817.0,0.0,0.0,0.0,shantbo01,538.0,175.0,468.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0
santoro01,2243.0,8143.0,1138.0,2254.0,365.0,67.0,342.0,1331.0,35.0,41.0,1108,1343.0,94.0,38.0,13.0,94.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,santoro01,2201.0,2100.0,4717.0,327.0,449.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,1
seguidi01,640.0,384.0,26.0,58.0,5.0,1.0,4.0,24.0,0.0,0.0,14,197.0,0.0,1.0,22.0,1.0,6.0,seguidi01,92.0,111.0,639.0,171.0,28.0,7.0,71.0,5423,1656.0,765.0,185,786.0,1298.0,0.239375,3.768124982714653,86.0,75.0,18.0,10.0,7741.0,264.0,867.0,0.0,0.0,0.0,seguidi01,639.0,128.0,243.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
schaapa01,1128.0,3555.0,436.0,869.0,132.0,26.0,57.0,323.0,43.0,38.0,516,466.0,21.0,22.0,26.0,30.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,schaapa01,1095.0,775.0,2112.0,173.0,165.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
selmadi01,324.0,203.0,13.0,35.0,5.0,2.0,0.0,7.0,1.0,0.0,5,76.0,0.0,1.0,16.0,1.0,4.0,selmadi01,42.0,54.0,307.0,76.0,11.0,6.0,31.0,2520,734.0,338.0,69,381.0,681.0,0.2541666666666667,5.233333428700765,44.0,46.0,27.0,2.0,3558.0,124.0,375.0,0.0,0.0,0.0,selmadi01,310.0,52.0,157.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
scottge02,2034.0,7433.0,957.0,1992.0,306.0,60.0,271.0,1051.0,69.0,57.0,699,1418.0,85.0,53.0,22.0,62.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scottge02,1992.0,15601.0,1520.0,201.0,1527.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0
sanguma01,1448.0,5062.0,566.0,1500.0,205.0,57.0,65.0,585.0,35.0,38.0,223,331.0,96.0,23.0,28.0,44.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sanguma01,1241.0,6646.0,575.0,105.0,112.0,89.0,240.0,504.0,314.0,15.0,1.0,1.0,0
seaveto01,677.0,1315.0,99.0,202.0,28.0,5.0,12.0,86.0,4.0,0.0,108,485.0,0.0,4.0,121.0,4.0,22.0,seaveto01,311.0,205.0,656.0,647.0,231.0,61.0,1.0,14348,3971.0,1521.0,380,1390.0,3640.0,0.22500000000000006,3.036818200891668,116.0,126.0,76.0,8.0,19369.0,6.0,1674.0,0.0,0.0,0.0,seaveto01,656.0,328.0,692.0,42.0,54.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1
schmimi01,2404.0,8352.0,1506.0,2234.0,408.0,59.0,548.0,1595.0,174.0,92.0,1507,1883.0,201.0,79.0,16.0,108.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,schmimi01,2399.0,2836.0,5193.0,328.0,580.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1
scottto01,991.0,2803.0,331.0,699.0,111.0,28.0,17.0,253.0,125.0,69.0,186,464.0,27.0,16.0,17.0,25.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scottto01,853.0,1803.0,53.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
scottmi03,348.0,653.0,33.0,81.0,14.0,0.0,2.0,45.0,2.0,1.0,27,279.0,0.0,0.0,59.0,4.0,9.0,scottmi03,124.0,108.0,347.0,319.0,45.0,22.0,3.0,6206,1858.0,813.0,173,627.0,1469.0,0.25846153846153846,4.499999963320219,53.0,39.0,33.0,19.0,8571.0,13.0,908.0,0.0,0.0,0.0,scottmi03,347.0,156.0,299.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0
sandbry01,2164.0,8385.0,1318.0,2386.0,403.0,76.0,282.0,1061.0,344.0,107.0,761,1260.0,59.0,34.0,31.0,71.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sandbry01,2135.0,3892.0,6648.0,120.0,1177.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,1
saxst01,1769.0,6940.0,913.0,1949.0,278.0,47.0,54.0,550.0,444.0,178.0,556,584.0,47.0,24.0,75.0,37.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,saxst01,1719.0,3617.0,4817.0,190.0,998.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
santibe01,1978.0,6951.0,755.0,1830.0,323.0,41.0,217.0,920.0,91.0,69.0,430,1270.0,52.0,38.0,26.0,70.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,santibe01,1944.0,10955.0,968.0,152.0,141.0,157.0,449.0,998.0,529.0,48.0,12.0,1.0,0
schilcu01,571.0,773.0,39.0,117.0,13.0,1.0,0.0,29.0,1.0,1.0,25,270.0,0.0,0.0,102.0,1.0,8.0,schilcu01,216.0,146.0,569.0,436.0,83.0,20.0,22.0,9783,2998.0,1253.0,347,711.0,3116.0,0.2272857142857143,3.9676190330868675,43.0,72.0,52.0,8.0,13284.0,81.0,1318.0,50.0,28.0,92.0,schilcu01,569.0,183.0,297.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0
sheffga01,2576.0,9217.0,1636.0,2689.0,467.0,27.0,509.0,1676.0,253.0,104.0,1475,1171.0,130.0,135.0,9.0,111.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sheffga01,2212.0,3278.0,1238.0,171.0,135.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0
seguida01,1456.0,4847.0,683.0,1412.0,284.0,16.0,139.0,684.0,17.0,19.0,524,687.0,56.0,14.0,19.0,45.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,seguida01,1220.0,8618.0,771.0,47.0,854.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
sandere02,1777.0,6241.0,1037.0,1666.0,341.0,60.0,305.0,983.0,304.0,115.0,674,1614.0,49.0,71.0,14.0,43.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sandere02,1677.0,3335.0,102.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
sandesc02,236.0,129.0,4.0,25.0,6.0,0.0,0.0,8.0,1.0,0.0,5,42.0,0.0,0.0,20.0,0.0,0.0,sandesc02,34.0,45.0,235.0,88.0,2.0,1.0,5.0,2045,674.0,368.0,93,276.0,632.0,0.1611111111111111,6.190000110202366,31.0,38.0,14.0,4.0,2976.0,47.0,399.0,0.0,0.0,0.0,sandesc02,235.0,49.0,57.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
seleaa01,404.0,58.0,5.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,3,13.0,0.0,0.0,12.0,0.0,2.0,seleaa01,148.0,112.0,404.0,352.0,15.0,9.0,0.0,6459,2413.0,1102.0,225,798.0,1407.0,0.24186666666666667,4.582000017166138,39.0,54.0,112.0,2.0,9534.0,15.0,1208.0,29.0,55.0,116.0,seleaa01,404.0,119.0,233.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
schmija01,324.0,597.0,29.0,63.0,9.0,0.0,7.0,21.0,0.0,0.0,22,282.0,0.0,2.0,90.0,1.0,5.0,schmija01,130.0,96.0,323.0,314.0,20.0,9.0,0.0,5989,1846.0,878.0,184,792.0,1758.0,0.21243749999999997,4.482500031590462,35.0,93.0,52.0,11.0,8532.0,1.0,958.0,48.0,31.0,65.0,schmija01,323.0,91.0,163.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
sexsori01,1367.0,4928.0,748.0,1286.0,260.0,17.0,306.0,943.0,14.0,13.0,588,1313.0,31.0,52.0,0.0,36.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sexsori01,1308.0,9837.0,950.0,61.0,951.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
sanchfr01,904.0,3402.0,434.0,1012.0,215.0,17.0,48.0,371.0,13.0,9.0,180,420.0,18.0,32.0,35.0,37.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sanchfr01,873.0,1466.0,2099.0,45.0,512.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
spaldal01,411.0,1958.0,417.0,613.0,88.0,20.0,2.0,327.0,10.0,3.0,29,25.0,0.0,0.0,0.0,0.0,0.0,spaldal01,253.0,65.0,347.0,327.0,281.0,24.0,11.0,8672,3271.0,686.0,15,156.0,142.0,0.08,2.3842856884002686,0.0,1.0,0.0,2.0,2272.0,3.0,1791.0,0.0,0.0,0.0,spaldal01,479.0,789.0,732.0,165.0,55.0,0.0,0.0,0.0,0.0,0.0,,2.0,1
sparktu01,313.0,798.0,45.0,91.0,16.0,4.0,0.0,41.0,0.0,0.0,52,1.0,0.0,3.0,31.0,0.0,0.0,sparktu01,121.0,136.0,313.0,269.0,202.0,19.0,8.0,7007,2231.0,725.0,33,629.0,778.0,0.26538461538461544,3.692307710647583,0.0,24.0,88.0,1.0,6797.0,41.0,1059.0,0.0,0.0,0.0,sparktu01,313.0,107.0,544.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
stahlja01,981.0,3425.0,405.0,894.0,149.0,87.0,31.0,437.0,178.0,0.0,221,1.0,0.0,94.0,105.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stahlja01,959.0,8731.0,507.0,169.0,332.0,6.0,0.0,0.0,0.0,0.0,,2.0,0
speaktr01,2789.0,10195.0,1882.0,3514.0,792.0,222.0,117.0,1529.0,432.0,129.0,1381,220.0,0.0,103.0,309.0,0.0,0.0,speaktr01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0,1.0,0,0.0,0.0,0.5,9.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,speaktr01,2717.0,6935.0,462.0,224.0,159.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,1
smithsh01,381.0,709.0,59.0,165.0,24.0,10.0,6.0,60.0,4.0,3.0,30,134.0,0.0,4.0,23.0,0.0,0.0,smithsh01,114.0,118.0,373.0,224.0,142.0,16.0,21.0,6158,2234.0,757.0,57,440.0,428.0,0.3266666666666667,7.021999986966451,0.0,17.0,42.0,3.0,8663.0,108.0,964.0,0.0,0.0,0.0,smithsh01,376.0,92.0,686.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
southbi01,1192.0,4359.0,661.0,1296.0,173.0,91.0,52.0,561.0,138.0,85.0,402,148.0,0.0,14.0,152.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,southbi01,1117.0,2445.0,131.0,93.0,33.0,0.0,0.0,0.0,0.0,0.0,,9.0,1
sislege01,2055.0,8267.0,1284.0,2812.0,425.0,164.0,102.0,1175.0,375.0,127.0,472,327.0,0.0,48.0,226.0,0.0,0.0,sislege01,5.0,6.0,24.0,12.0,9.0,1.0,3.0,333,91.0,29.0,0,52.0,63.0,0.12428571428571429,1.189999989100865,0.0,2.0,6.0,1.0,453.0,8.0,36.0,0.0,0.0,0.0,sislege01,2036.0,18914.0,1573.0,274.0,1472.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,1
smithea02,860.0,2264.0,225.0,686.0,115.0,19.0,46.0,355.0,18.0,9.0,247,106.0,0.0,11.0,47.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,smithea02,721.0,2117.0,502.0,78.0,64.0,72.0,0.0,0.0,0.0,0.0,3.0,2.0,0
simmoal01,2215.0,8759.0,1507.0,2927.0,539.0,149.0,307.0,1827.0,88.0,64.0,615,737.0,0.0,30.0,111.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,simmoal01,2143.0,5000.0,169.0,94.0,38.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,1
slaugen01,2380.0,7946.0,1247.0,2383.0,413.0,148.0,169.0,1304.0,71.0,15.0,1018,538.0,11.0,37.0,73.0,10.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,slaugen01,2064.0,3925.0,152.0,82.0,35.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,1
sistisi01,1016.0,2999.0,401.0,732.0,121.0,19.0,27.0,260.0,30.0,5.0,283,440.0,0.0,16.0,70.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sistisi01,934.0,1600.0,1840.0,172.0,305.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
spahnwa01,783.0,1872.0,141.0,363.0,57.0,6.0,35.0,189.0,4.0,2.0,94,487.0,0.0,7.0,68.0,14.0,23.0,spahnwa01,363.0,245.0,750.0,665.0,382.0,63.0,29.0,15731,4830.0,1798.0,434,1434.0,2583.0,0.2459090909090909,3.2777272679589013,60.0,81.0,42.0,5.0,21547.0,68.0,2016.0,0.0,0.0,0.0,spahnwa01,750.0,222.0,999.0,58.0,82.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1
stanked01,1259.0,4301.0,811.0,1154.0,185.0,35.0,29.0,364.0,48.0,5.0,996,374.0,0.0,35.0,103.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stanked01,1209.0,3118.0,3323.0,175.0,829.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
simmocu01,609.0,1135.0,93.0,194.0,19.0,3.0,1.0,76.0,2.0,1.0,59,283.0,0.0,2.0,57.0,3.0,16.0,simmocu01,193.0,183.0,569.0,462.0,163.0,36.0,5.0,10045,3313.0,1318.0,255,1063.0,1697.0,0.2734782608695653,4.2082608990047286,62.0,39.0,53.0,4.0,14144.0,54.0,1551.0,0.0,0.0,0.0,simmocu01,569.0,127.0,514.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
snidedu01,2143.0,7161.0,1259.0,2116.0,358.0,85.0,407.0,1333.0,99.0,50.0,971,1237.0,104.0,21.0,52.0,32.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,snidedu01,1918.0,4099.0,123.0,66.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,1
smallro01,872.0,2644.0,277.0,601.0,103.0,33.0,61.0,305.0,4.0,0.0,257,541.0,6.0,18.0,26.0,3.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,smallro01,831.0,1464.0,2308.0,207.0,471.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
sievero01,1887.0,6387.0,945.0,1703.0,292.0,42.0,318.0,1147.0,14.0,19.0,841,920.0,55.0,51.0,15.0,55.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sievero01,1756.0,9064.0,661.0,110.0,759.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
shortch02,506.0,697.0,29.0,88.0,5.0,2.0,0.0,24.0,1.0,0.0,14,198.0,0.0,3.0,57.0,4.0,13.0,shortch02,135.0,132.0,501.0,308.0,88.0,24.0,18.0,6975,2215.0,886.0,183,806.0,1629.0,0.258,4.179333353042603,74.0,73.0,61.0,6.0,9801.0,78.0,991.0,0.0,0.0,0.0,shortch02,502.0,112.0,359.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
stargwi01,2360.0,7927.0,1195.0,2232.0,423.0,55.0,475.0,1540.0,17.0,16.0,937,1936.0,227.0,78.0,9.0,75.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stargwi01,2144.0,9278.0,486.0,151.0,713.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1
staubru01,2951.0,9720.0,1189.0,2716.0,499.0,47.0,292.0,1466.0,47.0,33.0,1255,888.0,193.0,79.0,56.0,119.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,staubru01,2101.0,6572.0,402.0,140.0,306.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0
siebeso01,405.0,660.0,52.0,114.0,22.0,3.0,12.0,57.0,0.0,0.0,18,182.0,0.0,9.0,35.0,3.0,20.0,siebeso01,140.0,114.0,399.0,307.0,67.0,21.0,16.0,6456,1919.0,767.0,197,692.0,1512.0,0.24933333333333335,3.6393333435058595,55.0,60.0,54.0,8.0,8951.0,42.0,907.0,0.0,0.0,0.0,siebeso01,399.0,159.0,329.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
simsdu01,843.0,2422.0,263.0,580.0,80.0,6.0,100.0,310.0,6.0,16.0,338,483.0,34.0,35.0,6.0,9.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,simsdu01,761.0,4206.0,360.0,72.0,81.0,59.0,171.0,297.0,160.0,21.0,,1.0,0
singebi01,324.0,413.0,20.0,45.0,11.0,0.0,0.0,13.0,0.0,0.0,14,162.0,0.0,5.0,30.0,0.0,5.0,singebi01,118.0,127.0,322.0,308.0,94.0,24.0,2.0,6522,1952.0,819.0,132,781.0,1515.0,0.25066666666666665,3.150000015894572,50.0,67.0,63.0,11.0,9143.0,7.0,944.0,0.0,0.0,0.0,singebi01,322.0,95.0,310.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
stahlla01,730.0,1721.0,167.0,400.0,58.0,19.0,36.0,163.0,22.0,16.0,142,357.0,17.0,6.0,12.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stahlla01,484.0,992.0,56.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
stanlmi01,1516.0,5022.0,641.0,1243.0,201.0,48.0,117.0,500.0,44.0,23.0,371,564.0,32.0,8.0,42.0,34.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stanlmi01,1480.0,3688.0,327.0,46.0,105.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0
smithre06,1987.0,7033.0,1123.0,2020.0,363.0,57.0,314.0,1092.0,137.0,86.0,890,1030.0,115.0,33.0,8.0,86.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,smithre06,1875.0,5186.0,304.0,123.0,165.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
simmote01,2456.0,8680.0,1074.0,2472.0,483.0,47.0,248.0,1389.0,21.0,33.0,855,694.0,188.0,39.0,11.0,100.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,simmote01,2035.0,10544.0,1092.0,169.0,248.0,182.0,509.0,1188.0,611.0,32.0,4.0,1.0,0
spencji01,1553.0,4908.0,541.0,1227.0,179.0,27.0,146.0,599.0,11.0,19.0,407,582.0,86.0,17.0,35.0,42.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,spencji01,1245.0,9920.0,798.0,55.0,956.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
singlke01,2082.0,7189.0,985.0,2029.0,317.0,25.0,246.0,1065.0,21.0,36.0,1263,1246.0,125.0,17.0,29.0,60.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,singlke01,1538.0,2684.0,82.0,57.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
splitpa01,430.0,121.0,12.0,22.0,1.0,1.0,0.0,4.0,0.0,0.0,7,16.0,0.0,1.0,8.0,0.0,3.0,splitpa01,166.0,143.0,429.0,392.0,88.0,17.0,1.0,7664,2644.0,1082.0,192,780.0,1057.0,0.2786666666666667,4.250666713714599,41.0,41.0,34.0,5.0,10824.0,13.0,1243.0,0.0,0.0,0.0,splitpa01,429.0,125.0,450.0,15.0,49.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
speiech01,2260.0,7156.0,770.0,1759.0,302.0,50.0,112.0,720.0,42.0,54.0,847,988.0,106.0,35.0,73.0,44.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,speiech01,2224.0,3314.0,6259.0,288.0,1121.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
stearjo01,810.0,2681.0,334.0,696.0,152.0,10.0,46.0,312.0,91.0,51.0,323,294.0,25.0,25.0,23.0,30.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,stearjo01,783.0,4059.0,520.0,75.0,103.0,31.0,148.0,500.0,295.0,21.0,,1.0,0
stantmi01,277.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,stantmi01,13.0,22.0,277.0,3.0,0.0,0.0,31.0,1153,398.0,197.0,27,182.0,304.0,0.27125,5.331250041723251,20.0,15.0,9.0,5.0,1691.0,130.0,218.0,0.0,0.0,0.0,stantmi01,277.0,28.0,52.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
sotoma01,303.0,530.0,32.0,70.0,13.0,1.0,1.0,24.0,0.0,0.0,11,166.0,0.0,2.0,58.0,2.0,2.0,sotoma01,100.0,92.0,297.0,224.0,72.0,13.0,4.0,5191,1395.0,667.0,172,657.0,1449.0,0.22583333333333333,3.8824999928474426,50.0,37.0,28.0,20.0,7147.0,20.0,732.0,0.0,0.0,0.0,sotoma01,297.0,95.0,203.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
smithlo01,1613.0,5170.0,909.0,1488.0,273.0,58.0,98.0,533.0,370.0,140.0,623,849.0,19.0,92.0,21.0,46.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,smithlo01,1356.0,2388.0,101.0,92.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
smithoz01,2573.0,9396.0,1257.0,2460.0,402.0,69.0,28.0,793.0,580.0,148.0,1072,589.0,79.0,33.0,214.0,63.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,smithoz01,2511.0,4249.0,8375.0,281.0,1590.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1
smithle02,1023.0,64.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3,42.0,0.0,0.0,4.0,0.0,0.0,smithle02,71.0,92.0,1022.0,6.0,0.0,0.0,478.0,3868,1133.0,434.0,89,486.0,1251.0,0.22571428571428576,3.0028571287790933,100.0,47.0,10.0,4.0,5387.0,802.0,475.0,0.0,0.0,0.0,smithle02,1022.0,52.0,111.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0
sierrru01,2186.0,8044.0,1084.0,2152.0,428.0,59.0,306.0,1322.0,142.0,52.0,610,1239.0,102.0,7.0,1.0,120.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sierrru01,1622.0,2950.0,108.0,94.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
